shap_mag_rmi_bmc_combined1,shap_mag_rmi_fvd_bmc,shap_mag_rmi_thg_bmc,shap_mag_rmi_as_bmc,shap_mag_rmi_tdr_bmc,shap_gra_ggr_hgm_bmc,shap_gra_ggr_tdr_bmc,shap_gra_ggr_fvd_bmc,shap_gra_ggr_as_bmc,shap_gra_ggr_uc500_bmc,shap_gra_ggr_res_bmc,shap_rad_k_bmc,shap_rad_th_bmc,shap_rad_u_bmc,shap_rad_k_th_bmc,shap_rad_u_th_bmc,shap_rad_th_k_bmc,shap_rad_u_k_bmc,shap_geochem_ag_ppm_idw,shap_geochem_as_ppm_idw,shap_geochem_ba_ppm_idw,shap_geochem_bi_ppm_idw,shap_geochem_cd_ppm_idw,shap_geochem_co_ppm_idw,shap_geochem_cu_ppm_idw,shap_geochem_fe_ppm_idw,shap_geochem_in_ppm_idw,shap_geochem_mn_ppm_idw,shap_geochem_mo_ppm_idw,shap_geochem_ni_ppm_idw,shap_geochem_pb_ppm_idw,shap_geochem_sb_ppm_idw,shap_geochem_sn_ppm_idw,shap_geochem_tl_ppm_idw,shap_geochem_zn_ppm_idw,shap_geochem_pca_pc1_idw,shap_geochem_pca_pc2_idw,shap_geochem_pca_pc3_idw,shap_geochem_pca_pc4_idw,shap_geochem_fa_factor1_idw,shap_geochem_fa_factor2_idw,shap_geochem_fa_factor3_idw,shap_geochem_fa_factor4_idw,shap_ag_ppm,shap_as_ppm,shap_ba_ppm,shap_bi_ppm,shap_cd_ppm,shap_co_ppm,shap_cu_ppm,shap_fe_ppm,shap_in_ppm,shap_mn_ppm,shap_mo_ppm,shap_ni_ppm,shap_pb_ppm,shap_sb_ppm,shap_sn_ppm,shap_tl_ppm,shap_zn_ppm,shap_sum
0.0035698423083150577,0.008921003380789926,0.010336636326996055,0.0072770170553699345,0.007786004489942342,-0.012408448192779052,-0.012735548413034122,0.006113803990341514,-0.0031252820238215915,-0.007706614459385739,0.005705489970416383,-0.005445462577885741,0.041426299691479394,0.006153880279574333,-0.002874885943469692,0.0061744488750268165,0.05325755445839105,0.005471783154678671,0.003290884873778483,0.01677296075776939,0.0028046325312219974,0.001900767572249021,-0.012422043033050223,0.006057433911267922,0.01312422976992718,0.016225578622367096,0.003506921511385089,0.010440990220468871,0.05045681706652419,0.0038812987999914455,0.0028767157964645317,0.00662371316550965,-0.0029154373729722858,0.013562104206782555,0.013385167757206435,0.006459857519177989,0.0040618972552973216,0.007571300575010774,0.014357567983691475,0.005117452508066355,0.013860259315082942,0.007523120473712722,0.011957515388855889,0.020878735497558077,0.00440079026889319,0.00648229197117673,0.005878470255759091,0.021013723833522735,0.005178599606059725,0.0009004507277098744,0.00276551851890491,0.00492018884629598,-0.0006729955255903045,-0.00042647685536819616,-0.009670910608092147,0.010922985753898854,0.002557967050247256,0.028014236693873717,0.0005811656775249619,0.01921811463046356,0.4613220858895704
0.002987631070278751,0.006092558912007676,0.017923479890000458,0.014559795155939874,0.0033962516272434684,-0.005851316284964699,-0.008119893073474275,0.01135865494322282,0.002877694785656383,-5.3983213077397755e-05,0.014200894909334927,-0.017553232879683554,-0.06273256243588042,0.0035767367810033285,-0.01265725677297921,-0.016452715237822442,-0.06703398055803247,0.0027580851187387723,0.0067243024097497,0.01625695030822392,0.003344268973275853,0.0035025762481975193,-0.004261033830497453,0.01267298462954388,0.013094677207940896,0.025396719762503853,0.0072173656697070146,0.011433209901934497,0.050839166002113925,0.013445317858483541,0.001618451904712783,0.00888336715899986,0.0008834325630059518,0.011188941315296425,-0.0035776757020968748,0.0066689615183531965,0.005629292698693959,0.005252270694366277,0.012539944375142,0.007163754661424492,0.008801091059822318,0.007217083412164861,0.010302389283217995,0.021735083096548296,-0.00048185503902667864,0.0074671792828205664,0.008513616830139042,0.019720005886611696,0.00707843305117969,0.00402262458328083,0.009114469090566214,0.0027939740258025084,-0.000448267424209366,0.00034456862219958803,0.0005807143509178293,0.0007771742424627947,0.0026460841148367507,0.03672725372677084,0.004793759803684033,0.021907277399880534,0.27880674846625747
0.001017079605853103,0.0030548945943248023,-0.0026954305706357847,0.003741023407245624,0.0033663075418038898,0.021508011094143284,0.009310319347112968,0.0034144854419433973,0.009498340974033865,0.009185769788982634,0.007905807604405518,0.03156262675301475,0.042508700243641055,0.005404264787266162,0.010091361993828377,0.008433485058792852,0.05363314833724501,0.006925347567988614,0.0045753304407977246,0.0032206861054932803,0.003959268950757985,0.022085643177361298,0.008892528182739536,0.0009011097415756596,0.0052344243349978555,0.00537566459558326,0.0002912457628168683,0.013480551886122778,0.02674670107718056,0.004449667061498662,0.028889308260024064,0.009432323003543592,0.006668128108251131,-0.0031246625837045997,0.024633741220971943,-0.004152635952000926,0.0071662727766268345,-0.009080475218657142,0.008390641823220754,-0.006215586210796147,-0.011689453637303742,0.003474627920829848,0.005385545358258917,-0.005073052964256698,0.002357840389837977,0.0023409500728446965,-0.0015745644676863153,-0.006742792923874338,0.0050430719126017,0.0014164429429719789,0.0028431383448595604,-0.003130244558263196,-0.000787838810597366,0.004335867196626938,0.0015853822098223522,-0.0001639868876403813,0.0010064015207529075,-0.00046585841122739663,0.001430762305802854,0.004093508014416284,0.3953711656441717
0.0007095435450555909,0.0007141858914108104,0.005068607133512756,-0.01052217133640149,0.003625820807269546,-0.007392859334204061,-0.004307696605758752,0.005448718132773094,-0.0038520191293571946,0.009768589973205233,0.007651150218754314,0.028832990673943248,0.04050964031417187,0.006036129360685629,0.009297970864656559,0.008051318790018667,0.046692954582748844,0.009160236125132313,0.004295506659419064,0.0036835165117795414,0.0033002290551682897,0.019553546458675047,0.004453879408053646,0.000708627930169023,0.004528601420741616,0.008707865799834078,0.00010426286904351045,0.014567176265826475,0.02328314965097573,0.003007058930177628,0.03548830417637572,0.008886951919696436,0.0064222091574483945,-0.0004749693328016947,0.02151092270383832,-0.009281643946557385,0.006450402218756194,-0.005278104721307394,0.009762549769191551,-0.004996409986686917,-0.009058407358016574,0.0008973300470839263,0.006230583332772763,0.0070710293558903054,0.0008018950811304735,0.003874182375308573,0.0006936925322648704,0.010626041157230964,0.00690679886795753,0.0001071194965022777,0.0020539735930369825,-0.0008895462076650782,-0.0008917282102798622,0.00762276531967276,0.0012788930392190166,-0.0006308960452551113,0.0003540349954480003,0.013227496074138066,0.003085742689222795,0.006361029945038498,0.37389877300613505
0.0023715311001971484,0.002784711849450347,-0.0017981749069944058,0.0042352203291972715,0.0075994030377620776,0.015604808972569025,0.0047099178543149635,0.0036496544609810467,0.011188646651819626,0.007624042106738234,0.004772686429442573,-0.02965401054463454,0.04345757564889047,0.007595295907658963,-0.018013197565841528,0.012076732597558176,0.05447383940758664,0.009198400251533961,0.003094566489748968,0.00027692629634778153,0.0033886744249395032,0.021202139983964478,0.008838147789984896,0.0027407540941135878,0.009409914162190041,0.0041198366985159916,7.708210689129062e-05,0.010781036441756498,0.025392292311431926,0.0029487488908440614,0.029100394301340964,0.008999024203860256,0.006589596180137517,0.0005089110479562635,0.023503676357991984,-0.005230690805494546,-0.0016951011367793904,-0.007832295547421564,0.009235802337568471,-0.009410061033481062,-0.008932613155084684,0.0017240502319592827,0.004238217761825115,-0.0016425255886322067,0.001697969706183685,0.0038454451521672925,0.00017504465488376618,0.012156402203754219,0.0072122315643545236,0.00033761511317629016,0.0022671479399189146,0.010471410318382526,-0.0013534202690707491,0.012731215406367161,-0.012738164488173978,-0.0032090042811850645,0.004944084964543128,0.008739435198305886,-0.0020202994820359707,0.017730708906667617,0.3462914110429447
-0.0012312380992963163,-0.0006593336387748941,-0.005507728526821549,-0.008813551525686351,-0.001565884226826996,-0.002315577055017727,0.005789279191594979,0.003406015505330544,-0.0035841787376576888,0.013023154745337351,0.0029999520584542056,0.0014729275489509005,0.03497684730462915,0.00612677940315443,0.009643237891559528,0.005489937389714924,0.0548906629924342,0.010104204423913325,0.0017193028051437202,-0.0004360481215591634,0.0002791736269534014,-0.004754984848584995,0.005335573038601814,0.0013498321996100664,0.008492085497857781,-0.004078413008254924,-0.004304128544938687,0.012421348953163467,0.04198324375021503,0.009768910953625838,0.02415171403807802,0.007247225008157562,0.021283016527512598,0.01574873694333742,0.019180088866465883,0.005028779298574539,-0.003535994272753709,0.009775249420712,0.00933491233908312,0.0016052854442621513,0.013187239306399243,-0.0038591976894002144,0.011383845568496954,0.015947793082339512,0.005514655365155829,0.00505066762278729,0.0013547779929434388,0.014172816458544468,-0.0012395466800495158,0.0005137752365483075,0.002530978106205786,-0.009199081907216598,0.01418300644858827,0.0052337927360444104,-0.011412718589174696,0.004855541815460889,0.002215173623261556,0.0019674506953740642,-0.0014674941695922265,0.008793593079604914,0.3815674846625767
0.002378153325981052,0.008331004045989776,0.009298335798678855,0.005714692122142932,0.007264416842018117,0.01416602276750741,0.004801842605471386,0.004504231462688464,0.010687794207506098,0.0031214986838023666,0.004553155313185305,0.026482727447487014,0.038481692903161814,0.0029356595187228856,0.0067192406824295526,0.010517167997175739,0.04512819088154568,0.00041573080477784913,0.002311812058359431,0.004189337183576534,-0.0005714046540780341,0.006054984374023851,0.004820341214609718,-0.0005449200459976776,0.0026967212511187547,0.013555354063915736,-0.0010388155207474107,0.01494916333607262,0.037519901800395106,0.0059272352738756464,0.01997051451804972,0.007155547180518024,-0.0007195214503405879,-0.003594742052925308,0.024863834090744087,0.007100303099523832,2.1782590232458993e-05,0.009404188955894604,0.013792944002524954,0.005406987783590352,0.015032344479843775,-0.0003684324133787875,0.005424200972341854,0.007828235646248884,0.0016613171073383756,0.005435927383250821,0.0022918628416785857,0.012742268371582582,0.005425373134691266,0.00018210759422064324,0.00150348418216818,-0.00045334555151342045,-0.0006133023781334106,0.010418600789618291,0.0038381816318057834,0.000728542905052527,0.00013746643412324808,0.008251449389482914,-0.004797988688435624,0.012481912588240236,0.46592331288343547
0.0015259811625811526,0.006919023976098544,0.00794944701489959,0.005804477360338971,0.006576969082654971,0.019279375847277652,0.003802055439447908,0.005354036718175797,0.012570685615120099,0.002896740321601102,0.004050110927733087,0.026407962954641463,0.040122937347651294,0.004702946299976596,0.007202971456060953,0.010596415497379602,0.047100273979499056,0.004632839562702303,0.003916268363746235,0.003895274445898664,-0.0007914081278725673,0.007339851073342471,0.0037249593630857528,-0.0005910451728199822,0.002579394417643666,0.01264322247464052,-0.0018847772463466144,0.01415717245500566,0.035844690887242764,0.006499140159965969,0.02070907441002372,0.007598630051095127,-0.0001862902913416951,-0.005001716644464605,0.025758099466577214,0.006637610058517692,0.0013227581558288087,0.008294114033137578,0.012904584280905502,0.005172653410671239,0.015196689516394257,0.0007144231693464016,0.004615160542681269,0.00926907057173165,0.0018962824536651402,0.003674648956365171,0.0026049517450357305,0.013785383043986126,0.0008118880126042423,0.0013980295639891677,0.0017616843831329597,0.00014659473006944728,-0.0005364383260537866,0.011623216523360123,-0.004987379041028097,0.003098965056527286,0.0001525490718068166,0.001404134234811221,0.002774753885048251,0.014616163526792314,0.47205828220858903
0.002083280300815995,0.01153140351277101,0.01590295213691285,0.012728879224630873,0.005338579829051128,0.015572046916009923,0.007913740438800033,0.009350832962533471,0.020044633368698647,0.0035534304725179555,0.011908359366620637,0.016356132918213032,-0.0428248944005426,0.0006663268154987001,0.014878137088179182,0.012554136494217334,-0.02164161707412623,0.002468049549241118,0.0016352920373233482,0.0023705697677239737,-0.0007909202988274237,0.012376084754661093,0.004403011801745695,0.001355938001370728,0.002011715943756863,0.010881476216983215,-0.0002455335698454318,0.011612849791339157,0.020152113285256536,0.0024555171124157594,0.012177269528075664,0.00585019752299337,0.0005182418962760705,-0.002919716333032019,0.007693645149350568,-0.010011302211706093,-0.006861150860514344,-0.0022730844878461626,0.008115130168846935,-0.014919203075920125,-0.020843800856762375,0.002218901813082067,0.0024060782072904477,-0.003215986789949972,0.004234411999680312,0.001228538076313002,0.018401605658255573,0.011214909909294439,0.00885985836050242,0.0014968249189736106,0.0025121645078010663,-0.003563118074236961,-0.0008885145517243402,0.0070620335447701245,0.0024255626881093655,0.0034180472148157472,0.0038234134303655764,0.003127116300257983,0.0018161779172628332,0.018486475199171067,0.22819325153374242
0.0006748084231369262,-0.00024046801982073647,0.009384376588305873,0.006561853749235247,0.0035461801181146165,0.01497320850976676,0.005849756109602137,0.0007626873896109723,0.013227895636853313,0.004095838443717851,-0.0026050157895531577,0.029676843591595982,0.03461845829445159,0.0019699710619777186,0.009680880107379134,0.011118449287728593,0.04544446673950542,0.0012597516201530675,0.0026190712723426035,0.002729787302536602,0.00011724830889986174,0.02470990551593614,0.0077427676682782585,-0.0003756273390109555,0.007145899123851476,0.011248953061657945,0.0002929640866031892,0.01560525295537553,0.021999850345735462,0.007105548642791425,0.030010030597560744,0.008401089988366818,-0.0007638205858600801,0.0007421692734199049,0.026988783346424794,-0.008321094969572241,-0.01010518532579661,0.0046392852812295205,0.011590234383094545,-0.003653452598103351,-0.015368651728403652,0.004891777429250264,0.0043541890282914305,0.010618519869808005,0.001067393687831323,0.0003863201714577619,0.003510506095499339,-0.0023076972991746617,0.005064412587670905,0.0009639241414952956,-0.004738854023750582,0.010735641107282336,0.004232036267348635,0.010080547022626316,0.014018280537203734,0.0063734204285543165,0.006677518727544956,0.0033731460430391044,0.0029220083614851905,0.016390683273797366,0.43371472392638033
