roc_auc_mean,roc_auc_std,avg_prec_mean,avg_prec_std,balanced_acc_mean,balanced_acc_std,best_params
0.9099930677758226,0.060131924708192425,0.6881156286470504,0.128186850159282,0.7565552178318136,0.1033371395470609,"{'n_estimators': 456, 'max_depth': 14, 'min_samples_leaf': 4, 'max_features': 'log2'}"
