roc_auc_mean,roc_auc_std,avg_prec_mean,avg_prec_std,balanced_acc_mean,balanced_acc_std,best_params
0.8961136884765104,0.07250156873732364,0.5889777804257482,0.18438989123871496,0.7957066869300913,0.12013612926120897,"{'n_estimators': 769, 'max_depth': 5, 'learning_rate': 0.07304891177691218, 'subsample': 0.7656691193612957, 'colsample_bytree': 0.9140003213409643, 'min_child_weight': 1, 'gamma': 1.9379899940424954, 'reg_alpha': 8.354840783078488e-08, 'reg_lambda': 0.011167629362361717}"
